id,dia,horario,texto_original,texto_limpo,sentimento,prob_positivo,prob_negativo,prob_neutro,likes,retweets
2056533630369857943,18/05/2026,21:33,"@favcolin Dez
#QuemAmaCuida",Dez,NEU,0.0425,0.0091,0.9484,0,0
2056533629094814102,18/05/2026,21:33,"Novela em SP é sempre tão carioca
#QuemAmaCuida",Novela em SP é sempre tão carioca,NEU,0.1767,0.097,0.7263,2,0
2056533628578844825,18/05/2026,21:33,"Tava com saudades do Dan como vilão 
 #QuemAmaCuida",Tava com saudades do Dan como vilão,NEG,0.1941,0.5825,0.2234,0,0
2056533624292315143,18/05/2026,21:33,"O LUX hitou #QuemAmaCuida

https://t.co/2XG8gjBLek",O LUX hitou,POS,0.7676,0.0204,0.212,381,40
2056533622304231803,18/05/2026,21:33,"Tomara que o Chay esteja em uma novela hit senhor, bichinho tá vindo de Mania de Você e Travessia. Oremos #QuemAmaCuida","Tomara que o Chay esteja em uma novela hit senhor, bichinho tá vindo de Mania de Você e Travessia. Oremos",NEU,0.0724,0.2559,0.6717,2,0
2056533622161543303,18/05/2026,21:33,com trilha da rosalia também aí paraaa 😍 #QuemAmaCuida  https://t.co/tLn0coaxm7,com trilha da rosalia também aí paraaa 😍,POS,0.9798,0.0035,0.0166,7,0
2056533621515649069,18/05/2026,21:33,"@favcolin quatro

#QuemAmaCuida",quatro,NEU,0.028,0.0154,0.9566,0,0
2056533617300390268,18/05/2026,21:33,"A vida do trabalhador em dia de chuva. 

QUEM AMA CUIDA 
#QuemAmaCuida
 https://t.co/eduCfyakKW",A vida do trabalhador em dia de chuva. QUEM AMA CUIDA,NEU,0.416,0.0282,0.5558,18,2
2056533617166221731,18/05/2026,21:33,"Letícia Colin maravilhosa! antes odiava como vilã agora adoro ela como mocinha

#QuemAmaCuida https://t.co/U21vaMEaoI",Letícia Colin maravilhosa! antes odiava como vilã agora adoro ela como mocinha,POS,0.9929,0.0021,0.0051,10,0
2056533604545495103,18/05/2026,21:33,E vamos de #QuemAmaCuida,E vamos de,NEU,0.0656,0.027,0.9074,3,0
2056533603018760207,18/05/2026,21:33,"@favcolin tres

#QuemAmaCuida",tres,NEU,0.032,0.0123,0.9557,0,0
2056533602058313844,18/05/2026,21:33,@favcolin sete #QuemAmaCuida,sete,NEU,0.0368,0.0131,0.9501,0,0
2056533601492033652,18/05/2026,21:33,"Misericórdia o texto carregadíssimo nas tintas, mas vamo que vamo #QuemAmaCuida","Misericórdia o texto carregadíssimo nas tintas, mas vamo que vamo",NEG,0.2386,0.491,0.2704,1,0
2056533597457096864,18/05/2026,21:33,"@favcolin Nove
#QuemAmaCuida",Nove,NEU,0.0354,0.0135,0.9511,0,0
2056533593191514600,18/05/2026,21:33,"Que cabelo é esse do Chay? Mds, tá parecendo corte dos anos 80 90
Tá um horror rs 

#QuemAmaCuida","Que cabelo é esse do Chay? Mds, tá parecendo corte dos anos 80 90 Tá um horror rs",NEG,0.0034,0.9886,0.0079,1,0
2056533592239485336,18/05/2026,21:33,assistindo #QuemAmaCuida só pra ficar por dentro da história quando a ana paula participar https://t.co/48p8xQh8EQ,assistindo só pra ficar por dentro da história quando a ana paula participar,POS,0.7695,0.0222,0.2082,1,0
2056533590108680499,18/05/2026,21:33,"🚨Noite de estreia de :
Quem Ama Cuida.                     #QuemAmaCuida https://t.co/w5qosXeMq4",🚨Noite de estreia de : Quem Ama Cuida.,NEU,0.1292,0.0197,0.8512,2,0
2056533588825313361,18/05/2026,21:33,"Chay Suede não está o mais bonito da novela...

 #QuemAmaCuida",Chay Suede não está o mais bonito da novela...,NEU,0.0963,0.1865,0.7171,0,0
2056533583183905214,18/05/2026,21:33,"tão feliz de ver o dan stulbach de volta meu deus 
#QuemAmaCuida",tão feliz de ver o dan stulbach de volta meu deus,POS,0.9311,0.0096,0.0594,0,0
2056533581334184023,18/05/2026,21:33,"@FlaviaAleReal Estou assistindo, lindona! Ansiosa pra lhe ver atuando e arrasando em #QuemAmaCuida.😘","Estou assistindo, lindona! Ansiosa pra lhe ver atuando e arrasando em",POS,0.9902,0.0019,0.0078,0,0
2056533580235379036,18/05/2026,21:33,"Aí que coisa triste gente mds tô sad 
#QuemAmaCuida

 https://t.co/0LuYCFx8TK",Aí que coisa triste gente mds tô sad,NEG,0.0067,0.9884,0.0049,8,2
2056533580050763897,18/05/2026,21:33,O vermelho é e provavelmente será um elemento bem marcante aqui. Existe algum significado na psicologia das cores ou será que é algo específico da novela? Curioso! #QuemAmaCuida,O vermelho é e provavelmente será um elemento bem marcante aqui. Existe algum significado na psicologia das cores ou será que é algo específico da novela? Curioso!,NEU,0.2214,0.0161,0.7625,0,0
2056533573289550204,18/05/2026,21:33,"a afronta pra Gerluce. Aqui, a mocinha vai trabalhar com o mundo se acabando em água e ainda com um sorrisão no rosto #QuemAmaCuida https://t.co/FuDaDtCDx0","a afronta pra Gerluce. Aqui, a mocinha vai trabalhar com o mundo se acabando em água e ainda com um sorrisão no rosto",POS,0.7247,0.0869,0.1884,0,0
2056533571867639896,18/05/2026,21:33,Chay suede ou Jake peralta?  #QuemAmaCuida,Chay suede ou Jake peralta?,NEU,0.0271,0.0148,0.9581,0,0
2056533571381202978,18/05/2026,21:33,"@favcolin Oito
#QuemAmaCuida",Oito,NEU,0.0402,0.0124,0.9474,0,0
2056533556944314447,18/05/2026,21:33,"O sorrisinho do Chay me pega.
 #QuemAmaCuida",O sorrisinho do Chay me pega.,POS,0.9222,0.0099,0.068,4,0
2056533555950317922,18/05/2026,21:33,"Chay Suede é a minha razão de bater punheta de frente para a TV. 

#QuemAmaCuida",Chay Suede é a minha razão de bater punheta de frente para a TV.,POS,0.8302,0.0195,0.1504,0,0
2056533554520043894,18/05/2026,21:33,"Chay Suede todo dia na minha tv de novo 🤤, obrigada, @WalcyrCarrasco #QuemAmaCuida","Chay Suede todo dia na minha tv de novo 🤤, obrigada,",POS,0.8223,0.0292,0.1485,2,0
2056533546521465001,18/05/2026,21:33,sempre um pai empresario mau caráter e um filho bobalhão. #QuemAmaCuida,sempre um pai empresario mau caráter e um filho bobalhão.,NEG,0.0035,0.9772,0.0193,18,1
2056533539303157911,18/05/2026,21:32,"Walcyr Carrasco nesse mood. ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥

#QuemAmaCuida https://t.co/jRISuBzzhd",Walcyr Carrasco nesse mood. ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,NEU,0.4013,0.0401,0.5586,1,0
2056533538866860062,18/05/2026,21:32,O Pedro desde já desiludido com o pai e com a própria carreira.. tudo sendo bem amarradinho #QuemAmaCuida,O Pedro desde já desiludido com o pai e com a própria carreira.. tudo sendo bem amarradinho,NEG,0.0097,0.9077,0.0825,1,0
2056533537507938619,18/05/2026,21:32,To aguardando as fotos do elenco assistindo o primeiro capítulo #QuemAmaCuida,To aguardando as fotos do elenco assistindo o primeiro capítulo,NEU,0.2247,0.027,0.7483,1,0
2056533530331496504,18/05/2026,21:32,"@favcolin Sete 
#QuemAmaCuida",Sete,NEU,0.0326,0.0131,0.9543,0,0
2056533518398673160,18/05/2026,21:32,"Um detalhe épico: mostrando em um vídeo o casamento de Adriana e Carlos, que vai durar somente 1 ano, importantíssimo
#QuemAmaCuida https://t.co/R8W85eXP6j","Um detalhe épico: mostrando em um vídeo o casamento de Adriana e Carlos, que vai durar somente 1 ano, importantíssimo",POS,0.9319,0.0066,0.0614,3,0
2056533517979254926,18/05/2026,21:32,deixem os idealistas em paz 😭 #quemamacuida,deixem os idealistas em paz 😭,NEG,0.0054,0.9855,0.0091,1,0
2056533516012097916,18/05/2026,21:32,El papá de Pedro tiene cara de Santiago Ferette 😂. #QuemAmaCuida,El papá de Pedro tiene cara de Santiago Ferette 😂.,NEU,0.2981,0.0696,0.6324,1,0
2056533513806000610,18/05/2026,21:32,@favcolin seis #QuemAmaCuida,seis,NEU,0.0331,0.0145,0.9524,0,0
2056533511939485827,18/05/2026,21:32,"O Dan é muito bom, adoro o divo! #QuemAmaCuida","O Dan é muito bom, adoro o divo!",POS,0.9935,0.0021,0.0044,4,0
2056533509460684900,18/05/2026,21:32,"@favcolin dois

#QuemAmaCuida",dois,NEU,0.0625,0.0231,0.9144,0,0
2056533508298797437,18/05/2026,21:32,nova sofredora das 21h #QuemAmaCuida https://t.co/3V0Y3Ujc2f,nova sofredora das 21h,NEU,0.0691,0.417,0.5138,8,0
2056533502892409297,18/05/2026,21:32,"Jesuíta Barbosa e Letícia Colin, entregando muita química e talento em #QuemAmaCuida https://t.co/lZpvseYiEY","Jesuíta Barbosa e Letícia Colin, entregando muita química e talento em",POS,0.9314,0.0109,0.0577,1,0
2056533501462073772,18/05/2026,21:32,Era esse pai que o Maví queria...#QuemAmaCuida,Era esse pai que o Maví queria...,NEU,0.0778,0.0231,0.8992,1,0
2056533501315285192,18/05/2026,21:32,"Nossa toda novela Chay faz ele fica lindo né  um excelente ator ele é 

#QuemAmaCuida",Nossa toda novela Chay faz ele fica lindo né um excelente ator ele é,POS,0.9832,0.004,0.0128,3,1
2056533496818962735,18/05/2026,21:32,"Isso aqui não é Trianon MASP, fizeram uma montagem com o metrô Sumaré no meio da Paulista #QuemAmaCuida","Isso aqui não é Trianon MASP, fizeram uma montagem com o metrô Sumaré no meio da Paulista",NEU,0.0258,0.3244,0.6498,0,0
2056533495967539492,18/05/2026,21:32,rosália e bad bunny na trilha sonora já é hit #QuemAmaCuida https://t.co/Ny3HLkmERe,rosália e bad bunny na trilha sonora já é hit,POS,0.8053,0.0199,0.1748,3,1
2056533495845933182,18/05/2026,21:32,“Eu fiz direito pra fazer justiça” ai que saudade do texto do Walcyr kkkk #QuemAmaCuida,“Eu fiz direito pra fazer justiça” ai que saudade do texto do Walcyr kkkk,POS,0.6277,0.1938,0.1785,0,0
2056533495569142213,18/05/2026,21:32,"já amei o personagem do Chay, Pedro #quemamacuida","já amei o personagem do Chay, Pedro",POS,0.9919,0.0019,0.0062,0,0
2056533495405572469,18/05/2026,21:32,"faz um concurso pra procuradoria então Pedro, já que não quer seguir na corrupção familiar. já me deixa puta esses nepo baby que não quer seguir o caminho da família #QuemAmaCuida","faz um concurso pra procuradoria então Pedro, já que não quer seguir na corrupção familiar. já me deixa puta esses nepo baby que não quer seguir o caminho da família",NEG,0.0067,0.9797,0.0136,3,1
2056533494109520106,18/05/2026,21:32,"@favcolin Seis
#QuemAmaCuida",Seis,NEU,0.0307,0.0177,0.9516,0,0
2056533492373098829,18/05/2026,21:32,"Alguém já sabe o motivo da Amora Mautner sempre colocar uma coisa vermelha em cena? Eu tô intrigado com isso 😂

#QuemAmaCuida 
https://t.co/AIXjVD2NiD",Alguém já sabe o motivo da Amora Mautner sempre colocar uma coisa vermelha em cena? Eu tô intrigado com isso 😂,NEU,0.0815,0.279,0.6395,352,5
2056533491580301633,18/05/2026,21:32,"Jesuíta Barbosa e Letícia Colin maravilhosos.

#Quemamacuida 
https://t.co/htFRX3QOmB",Jesuíta Barbosa e Letícia Colin maravilhosos.,POS,0.981,0.004,0.015,764,62
2056533488061362456,18/05/2026,21:32,"Eu só jogo o jogo que é estabelecido, cataram o lance da cabeça? Jogo de tênis, raquete #quemamacuida https://t.co/jXRgeQCdFj","Eu só jogo o jogo que é estabelecido, cataram o lance da cabeça? Jogo de tênis, raquete",NEU,0.0186,0.072,0.9094,0,0
2056533487528669307,18/05/2026,21:32,"@favcolin um

#QuemAmaCuida",um,NEU,0.1408,0.0804,0.7787,0,0
2056533482742931933,18/05/2026,21:32,"quero meu casal logooo

#Quemamacuida  https://t.co/w3xWJ54UA7",quero meu casal logooo,POS,0.5728,0.1077,0.3195,3,0
2056533480759042466,18/05/2026,21:32,"ai a trilha sonora maravilhosa 
#QuemAmaCuida",ai a trilha sonora maravilhosa,POS,0.9936,0.002,0.0044,0,0
2056533480511512579,18/05/2026,21:32,Conhecendo walcyr é bem possível #QuemAmaCuida,Conhecendo walcyr é bem possível,NEU,0.1702,0.0454,0.7844,0,0
2056533477248446560,18/05/2026,21:32,Amora ja começou achando que é verdades secretas 2 #quemamacuida,Amora ja começou achando que é verdades secretas 2,NEG,0.012,0.9403,0.0477,0,0
2056533472689164460,18/05/2026,21:32,"ai q odio comecei atrasada, 9 minutos atrasada mas vamos lá #quemamacuida","ai q odio comecei atrasada, 9 minutos atrasada mas vamos lá",NEG,0.0183,0.9417,0.04,1,0
2056533466053816703,18/05/2026,21:32,"@favcolin Cinco
#QuemAmaCuida",Cinco,NEU,0.0347,0.0117,0.9536,0,0
2056533460861308988,18/05/2026,21:32,"Para mim, A Favorita foi uma das novelas que melhor ambientou São Paulo no horário das nove. #QuemAmaCuida","Para mim, A Favorita foi uma das novelas que melhor ambientou São Paulo no horário das nove.",NEU,0.1923,0.0173,0.7904,0,0
2056533459808497728,18/05/2026,21:32,nem 10 minutos de novela e eu já tô LOCKED 🔒 #quemamacuida https://t.co/GzJc0gTwnn,nem 10 minutos de novela e eu já tô LOCKED 🔒,POS,0.6457,0.0799,0.2743,0,0
2056533458239823958,18/05/2026,21:32,aaaah então era esse o advogado do ferette ? #QuemAmaCuida,aaaah então era esse o advogado do ferette ?,NEU,0.013,0.2346,0.7524,0,0
2056533457455534205,18/05/2026,21:32,"O Pedro quer seu próprio escritório de advocacia #QuemAmaCuida
https://t.co/DaYrVoJFhL",O Pedro quer seu próprio escritório de advocacia,NEU,0.1362,0.0576,0.8062,1,0
2056533457283473676,18/05/2026,21:32,trocaram o ator que faz o molina #QuemAmaCuida,trocaram o ator que faz o molina,NEU,0.0109,0.1091,0.88,0,0
2056533445975646676,18/05/2026,21:32,"Ihhhh já tem treta entre pai e filho ! Começou legal 
#quemamacuida",Ihhhh já tem treta entre pai e filho ! Começou legal,POS,0.5686,0.0977,0.3337,2,0
2056533444365058217,18/05/2026,21:32,"#QuemAmaCuida eu tentando entender o conceito dessa iluminação toda atrás, aí lembrei que a direção é da Amora.","eu tentando entender o conceito dessa iluminação toda atrás, aí lembrei que a direção é da Amora.",NEU,0.0272,0.2407,0.7321,2,0
2056533441726775635,18/05/2026,21:32,nem vinte minutos de novela e já apareceu uns 4 homens gostosos #QuemAmaCuida https://t.co/OnGw8FKMZc,nem vinte minutos de novela e já apareceu uns 4 homens gostosos,POS,0.8359,0.0329,0.1312,4,0
2056533441261228511,18/05/2026,21:32,Chay tá lindo #QuemAmaCuida,Chay tá lindo,POS,0.9917,0.0022,0.0061,1,0
2056533440841863604,18/05/2026,21:32,@LeticiaColin Maravilhosa #QuemAmaCuida,Maravilhosa,POS,0.9929,0.0021,0.005,0,0
2056533440363700481,18/05/2026,21:32,"cena linda viu, ja emocionou aqui em casa #QuemAmaCuida  https://t.co/BjmLuNPhlD","cena linda viu, ja emocionou aqui em casa",POS,0.9807,0.0047,0.0146,23,5
2056533439680033012,18/05/2026,21:32,@favcolin cinco #QuemAmaCuida,cinco,NEU,0.0278,0.0143,0.9579,0,0
2056533438052618506,18/05/2026,21:32,ta podendo trocar o chay pelo o jesuíta?? #quemamacuida,ta podendo trocar o chay pelo o jesuíta??,NEU,0.0771,0.121,0.8019,2,0
2056533437276647818,18/05/2026,21:32,"@favcolin Quatro
#QuemAmaCuida",Quatro,NEU,0.0262,0.0147,0.9591,0,0
2056533435506688458,18/05/2026,21:32,"Ele tem que seguir, senão vira fantasma ou fica mudo por 20 capítulos. Walcyrzona n perdoa #QuemAmaCuida","Ele tem que seguir, senão vira fantasma ou fica mudo por 20 capítulos. Walcyrzona n perdoa",NEG,0.028,0.6619,0.3101,629,24
2056533435229806929,18/05/2026,21:32,A primeira cena da Adriana correndo e entrando no ônibus enquanto resolve assunto familiar no celular me lembrou a Gerluce. #QuemAmaCuida https://t.co/2oN9owD9SD,A primeira cena da Adriana correndo e entrando no ônibus enquanto resolve assunto familiar no celular me lembrou a Gerluce.,NEU,0.0686,0.0698,0.8616,16,1
2056533434558779886,18/05/2026,21:32,dan stulbach gostoso #QuemAmaCuida,dan stulbach gostoso,POS,0.8608,0.0235,0.1157,0,0
2056533434130899410,18/05/2026,21:32,eita Pedro? #QuemAmaCuida https://t.co/W1siriZe5o,eita Pedro?,NEU,0.089,0.0886,0.8224,4,1
2056533433015242763,18/05/2026,21:32,ESSE MOCINHO DO CHAY LUTANDO CONTRA A CORRUPÇÃO DO PAI ESTÁ ME LEMBRANDO O AFONSO ROITMAN ENFRENTANDO A ODETE. Memórias de Guerra. #QuemAmaCuida,ESSE MOCINHO DO CHAY LUTANDO CONTRA A CORRUPÇÃO DO PAI ESTÁ ME LEMBRANDO O AFONSO ROITMAN ENFRENTANDO A ODETE. Memórias de Guerra.,NEG,0.0103,0.7947,0.195,3,1
2056533431979229582,18/05/2026,21:32,O protagonista Pedro está na área #QuemAmaCuida https://t.co/ddAWTzCErK,O protagonista Pedro está na área,NEU,0.0838,0.0074,0.9088,1,0
2056533430754525509,18/05/2026,21:32,Vamo ver se #QuemAmaCuida é boa,Vamo ver se é boa,NEU,0.0771,0.0683,0.8546,1,0
2056533430670627015,18/05/2026,21:32,pedro é nepo rebelde amamos #QuemAmaCuida,pedro é nepo rebelde amamos,POS,0.9662,0.0034,0.0304,1,0
2056533417097871817,18/05/2026,21:32,nesse perfil nao aceitarei criticas a brigitte brandao #QuemAmaCuida,nesse perfil nao aceitarei criticas a brigitte brandao,NEU,0.0637,0.1238,0.8125,1,1
2056533415004979377,18/05/2026,21:32,@AgathaMInfos Bege #QuemAmaCuida,Bege,NEU,0.1575,0.015,0.8275,0,0
2056533414757486766,18/05/2026,21:32,"@tvglobo Com Antônio Fagundes e Tony Ramos, não tem como dar errado 

#QuemAmaCuida","Com Antônio Fagundes e Tony Ramos, não tem como dar errado",POS,0.7613,0.0234,0.2153,0,0
2056533414040203628,18/05/2026,21:32,muito fofinhos me apeguei #QuemAmaCuida https://t.co/r7piPWAJRn,muito fofinhos me apeguei,POS,0.9911,0.0023,0.0066,14,6
2056533412282806370,18/05/2026,21:32,"cenão com rosália de trilha sonora nos já tivemos, amora mautner você não me decepcioneee. 
 #QuemAmaCuida https://t.co/LM8Wz2MVDk","cenão com rosália de trilha sonora nos já tivemos, amora mautner você não me decepcioneee.",POS,0.3539,0.3234,0.3227,3,0
2056533411024544012,18/05/2026,21:32,"eu e ela !! 

#QuemAmaCuida https://t.co/fN1PiOTcVV",eu e ela !!,NEU,0.2733,0.0257,0.701,1,1
2056533408096878834,18/05/2026,21:32,Os pais adoram humilhar os filhos né? Conheço bastante isso #QuemAmaCuida,Os pais adoram humilhar os filhos né? Conheço bastante isso,NEU,0.0218,0.457,0.5212,1,0
2056533407706787973,18/05/2026,21:32,"Esse cenário do escritório é a finada TCA reformulada, né? #QuemAmaCuida","Esse cenário do escritório é a finada TCA reformulada, né?",NEU,0.0194,0.0484,0.9321,0,0
2056533407044161782,18/05/2026,21:32,"Liguei na Globo e não tá passando Três Graças. 

EU QUERO A GERLUCE NA MINHA TV AGORA, FAÇAM ALGUMA COISA!
#QuemAmaCuida https://t.co/ZLOracT2HK","Liguei na Globo e não tá passando Três Graças. EU QUERO A GERLUCE NA MINHA TV AGORA, FAÇAM ALGUMA COISA!",NEG,0.0091,0.9627,0.0282,3,0
2056533405802660217,18/05/2026,21:32,"Dezesseis

#QuemAmaCuida",Dezesseis,NEU,0.0316,0.0204,0.948,0,0
2056533405634896326,18/05/2026,21:32,@favcolin quatro #QuemAmaCuida,quatro,NEU,0.028,0.0154,0.9566,0,0
2056533405571936329,18/05/2026,21:32,"@favcolin Três
#QuemAmaCuida",Três,NEU,0.0526,0.0147,0.9327,0,0
2056533405089644966,18/05/2026,21:32,"Essa novela vai emocionar, vai me deixar com oa sentimentos misturados entre amor e ódio #QuemAmaCuida","Essa novela vai emocionar, vai me deixar com oa sentimentos misturados entre amor e ódio",POS,0.5784,0.2347,0.1869,0,0
2056533404338807159,18/05/2026,21:32,"Se a Gerluce não tivesse ficado rica no final seria icônico o crossover com a Adriana no ônibus #QuemAmaCuida 
https://t.co/DPOcGYrkkl",Se a Gerluce não tivesse ficado rica no final seria icônico o crossover com a Adriana no ônibus,POS,0.5306,0.2275,0.2419,4,0
2056533404053549178,18/05/2026,21:32,jesuita barbosa e dan stulbach 🫦🫦🫦 #quemamacuida,jesuita barbosa e dan stulbach 🫦🫦🫦,NEU,0.3599,0.0409,0.5991,1,0
2056533403822952786,18/05/2026,21:32,Me irrita demais sempre esse personagem do filho chato que não concorda com os negócios do pai #QuemAmaCuida,Me irrita demais sempre esse personagem do filho chato que não concorda com os negócios do pai,NEG,0.0038,0.99,0.0062,2,0
2056533403743232079,18/05/2026,21:32,@centralisabeltx @CFFLAVIAALE mel #QuemAmaCuida,mel,NEU,0.208,0.0202,0.7718,0,0
2056533401482510476,18/05/2026,21:32,Eu sinto que teremos um novo mavi #QuemAmaCuida,Eu sinto que teremos um novo mavi,NEU,0.0149,0.0153,0.9698,1,0
2056533399473459476,18/05/2026,21:32,Já estou vendo que o personagem do Chay Suede vai ser rival do pai. Eitaaaaa! #quemamacuida,Já estou vendo que o personagem do Chay Suede vai ser rival do pai. Eitaaaaa!,NEU,0.0293,0.0377,0.933,0,0
2056533396910682207,18/05/2026,21:32,@qgflaviaale Sim!!!  #QuemAmaCuida,Sim!!!,NEU,0.2527,0.0075,0.7398,0,0
2056533394125648192,18/05/2026,21:32,@AgathaMInfos Violeta #QuemAmaCuida,Violeta,NEU,0.0614,0.0106,0.928,0,0
2056533393190322461,18/05/2026,21:32,"A protagonista da novela das 21h é mais uma vez uma trabalhadora CLT, representatividade importa! 😁
#QuemAmaCuida","A protagonista da novela das 21h é mais uma vez uma trabalhadora CLT, representatividade importa! 😁",POS,0.78,0.0109,0.2091,1,0
2056533391722348648,18/05/2026,21:32,"uma fisioterapeuta e um advogado em #QuemAmaCuida; estranho que eu vi uma coisa aqui........foi vulto......

art by @delilahsdrawing https://t.co/fyWTst8Svw",uma fisioterapeuta e um advogado em estranho que eu vi uma coisa aqui........foi vulto...... art by,NEU,0.0261,0.0829,0.891,14,2
2056533391026110963,18/05/2026,21:32,+ um personagem (provavelmente) sem valores do Dan Stulbach! Encantado com esse homem #QuemAmaCuida https://t.co/gX5B6YjSWF,+ um personagem (provavelmente) sem valores do Dan Stulbach! Encantado com esse homem,POS,0.9073,0.0196,0.0731,1,0
2056533389264494658,18/05/2026,21:32,"Pensei que esse personagem ia ser bonzinho pelo visto ele vai ser do lado mal 
#QuemAmaCuida",Pensei que esse personagem ia ser bonzinho pelo visto ele vai ser do lado mal,NEG,0.0151,0.9013,0.0835,1,0
2056533388010369437,18/05/2026,21:32,"O bolo sendo da “Bolos da Paz” da Maria da Paz em A Dona do Pedaço. 

QUEM AMA CUIDA 
#QuemAmaCuida https://t.co/f2Ld0SASYf",O bolo sendo da “Bolos da Paz” da Maria da Paz em A Dona do Pedaço. QUEM AMA CUIDA,NEU,0.4105,0.0278,0.5616,6,0
2056533385275703624,18/05/2026,21:32,rosalia e bad bunny na trilha sonora #QuemAmaCuida  https://t.co/cPNvYFVo0c,rosalia e bad bunny na trilha sonora,NEU,0.1368,0.019,0.8443,2,0
2056533381890900036,18/05/2026,21:32,"Quinze

#QuemAmaCuida",Quinze,NEU,0.0247,0.0171,0.9582,0,0
2056533378766151881,18/05/2026,21:32,Chay vai tomar raquetada se contrariar o pai. Já vi tudo! #QuemAmaCuida,Chay vai tomar raquetada se contrariar o pai. Já vi tudo!,NEG,0.0227,0.5767,0.4006,0,0
2056533374009757952,18/05/2026,21:32,"@favcolin Dois
#QuemAmaCuida",Dois,NEU,0.0845,0.0439,0.8716,0,0
2056533372298568046,18/05/2026,21:32,ancelotti ofuscou a estreia da novela kkkkkkkkkkkkk kingo #QuemAmaCuida,ancelotti ofuscou a estreia da novela kkkkkkkkkkkkk kingo,NEG,0.0216,0.7959,0.1825,1,0
2056533371795157096,18/05/2026,21:32,dan stulbach como vilão é tudo que eu precisava #QuemAmaCuida,dan stulbach como vilão é tudo que eu precisava,POS,0.905,0.0173,0.0777,0,0
2056533370524324264,18/05/2026,21:32,"Huuum, papi do Pedro tem um jeito do psiquiatra q frequento… então, ele deve ser vilão 👍🏻😃 #QuemAmaCuida","Huuum, papi do Pedro tem um jeito do psiquiatra q frequento… então, ele deve ser vilão 👍🏻😃",NEU,0.1755,0.089,0.7356,0,0
2056533370511724985,18/05/2026,21:32,iih o pai do chai tá com cara de vilão pra caralho #quemamacuida,iih o pai do chai tá com cara de vilão pra caralho,NEG,0.0137,0.8059,0.1804,0,0
2056533368548753432,18/05/2026,21:32,tão linda mds #QuemAmaCuida https://t.co/uGnVvpCacx,tão linda mds,POS,0.9898,0.0031,0.0071,14,0
2056533367844225041,18/05/2026,21:32,"Ai @WalcyrCarrasco eu te amo!
 #QuemAmaCuida",Ai eu te amo!,POS,0.9598,0.004,0.0362,0,0
2056533367797985511,18/05/2026,21:32,cheguei para acompanhar a nova pedrada do walcyr #QuemAmaCuida,cheguei para acompanhar a nova pedrada do walcyr,POS,0.5272,0.0088,0.464,0,0
2056533366237745350,18/05/2026,21:32,sabia que conhecia esse ator que faz o guarda-chuva de algum lugar #quemamacuida https://t.co/dUr3AHwBPe,sabia que conhecia esse ator que faz o guarda-chuva de algum lugar,NEU,0.0587,0.0161,0.9251,75,10
2056533364849455234,18/05/2026,21:32,Meu tudão @danstulbach 🥰🥰🥰 #QuemAmaCuida,Meu tudão 🥰🥰🥰,POS,0.9896,0.002,0.0084,1,0
2056533364585165105,18/05/2026,21:32,Tava com saudades do Dan como vilão #QuemAmaCUida,Tava com saudades do Dan como vilão,NEG,0.1941,0.5825,0.2234,1,0
2056533364195119506,18/05/2026,21:32,@favcolin tres #QuemAmaCuida,tres,NEU,0.032,0.0123,0.9557,0,0
2056533364031524995,18/05/2026,21:32,"Amo o texto do Walcyr

– Você é muito idealista.

Rei que escreve até pras portas entenderem

#QuemAmaCuida",Amo o texto do Walcyr – Você é muito idealista. Rei que escreve até pras portas entenderem,POS,0.992,0.0022,0.0058,1,0
2056533363532370275,18/05/2026,21:32,Eu já quero proteger a Adriana de toda dor desse mundo #QuemAmacuida,Eu já quero proteger a Adriana de toda dor desse mundo,POS,0.958,0.0157,0.0263,1,0
2056533362995527832,18/05/2026,21:32,a amora é muito nossa almodóvar né? #quemamacuida https://t.co/wpMJIam492,a amora é muito nossa almodóvar né?,NEU,0.4154,0.0289,0.5557,3,0
2056533362546753848,18/05/2026,21:32,@centralisabeltx @CFFLAVIAALE Jorge #QuemAmaCuida,Jorge,NEU,0.1303,0.038,0.8317,0,0
2056533362148282470,18/05/2026,21:32,"Chuva e Frio com pipoca salgada!! 🍿
#QuemAmaCuida #convocação 🇧🇷 https://t.co/jtOGvZvr7K",Chuva e Frio com pipoca salgada!! 🍿 🇧🇷,NEU,0.2721,0.0366,0.6913,6,1
2056533361699459557,18/05/2026,21:32,"Já detestei esse pai do Pedro, chifre é pouco pra esse cretino #QuemAmaCuida","Já detestei esse pai do Pedro, chifre é pouco pra esse cretino",NEG,0.004,0.9913,0.0047,0,0
2056533358461509723,18/05/2026,21:32,"Quatorze

#QuemAmaCuida",Quatorze,NEU,0.0354,0.0249,0.9396,0,0
2056533353587769352,18/05/2026,21:32,Advogado SAFADO #QuemAmaCuida,Advogado SAFADO,NEG,0.0037,0.9904,0.0058,1,0
2056533350534222155,18/05/2026,21:32,Sinto que voltei pra 2019 com uma novela do Walcyr na cidade grande #QuemAmaCuida https://t.co/96fEhf0FTA,Sinto que voltei pra 2019 com uma novela do Walcyr na cidade grande,NEU,0.071,0.0427,0.8863,5,1
